ChannelID,Title,ViewCount,SubscriberCount,VideoCount
UCdxSnDkkLRdPVFMzYwCyjLA,반백이,1813539,1980,2624
UCyNsQI4_mdsaH3ECL8-w19Q,하현재TV : Team Presenta,1202296,9260,2153
UCZQ6w1stLoLKySPcjLkqspA,미니미니마미모 ,2076965,3190,704
UC6OsLV_m6rqVgQNg66UcP1Q,바카바카&하이패밀리,2168816,2650,1020
UCLLo3MaJYSuyP5xLgM5Zr2w,깐따삐야,22671979,52000,1351
UC_uTl6qCnhS6SfvVdBvcoXg,서자두 Seojadoo,1915,8,2
UCF2ndnxchzjyBTIsHXY4qlw,빵찬하루,9027,8,9
UCwIRIiVnypgQfba4ZB2d-Hg,부기런 Boogirun,31421116,34400,177
UCR6QKVonFT_vVJ3KKIyr_wA,또아TV,12302,54,93
UC69YJ7OQZq6Qmw9rGvCyKMw,구미부동산투자연구소,155117,915,203
UCY3AdnQkATGBKI9xJ8QTfUA,영화보는스폰지,1932659,2050,3162
UCsVQQjR1ZiapE3rN1QnpSAw,유진97(YUJIN97),809178,1540,494
UCme_HxvO9XRqPTuY0nKgXgA,장감독,350137,1310,184
UCkOh00x6G0fLF59MJ5rc-4A,유지훈,7317104,4910,12710
UCqFwOmfFRI4En7AVz0LHpvA,모마시집 (momasi.zip),496021,491,119
UCYGy-PRjnGW3DkfBlssEcOg,놀자놀터,671237,696,574
UCkvPAPRhGBhAQlhmhiAwwgw,jjoongs jjoongs,186324,207,291
UCGToD-zycyuBxAcAtK5Z5Uw,초꿈놀이,1397235,2020,221
UCPJnz3HRuzUFVaQRH8jpOpQ,미래MIRAE,97237,132,302
UClgcLLxsp3kv-ZLJ_eL4Hxg,또리삼촌_Uncle Ddori,2201685,2760,3605
UC-wocImdZdGZX6jBDRMEGIA,예진イェジン,18641220,258000,88
UCoAyzS1npZlzlZbLiy216ig,An,24785,15,32
UCeyV7EDHTq6jfoZ73YoCXow,요아나Yoana,52803,677,23
UCjg3hrVHOKn0XTFEMTImylw,jabjisick,4388,5,5
UC60126GZFq0ALxVjTcl0QrQ,효비HyoBee,33407744,54300,895
UCVtFS74ltVjXDao1LPrE5Fg,봄사월 엄마,1689,2,17
UCmbGE7Y2ov7pTBuUrkXgtTQ,할명수,482953705,1550000,832
UCb6R0cb5wEHOVlRClWKdjeQ,홈텐더둘리_종왑Bar,85076,56,60
UCeHaCdcG2SffO2gMXHS44Jw,여행과 맛,180083,397,164
UC7NMVyBKZjMM8NUrWcFkasA,카페바제 리뷰 CaffeBase,456298,661,142
UC2wZJuuD_WA9ps2FORco1EQ,"까니짱 [ KANI, 蟹ちゃん]",1600676592,4980000,1021
UCvm18bOPP1O0XhGf8vuGuFQ,우리집 술무부장관,2404374,2940,168
UCtzZaJQfGwUC-YqGTMbBbHg,또소시월,278110,188,167
UC6C2q8vR9Kcm0OfCmKGY3IQ,규빈푸드 GYUBINFOOD,1371907,1010,2532
UCYwUQiU9OxedwpehUhgC7kQ,아이리뷰유,34853581,20900,419
UCE2zAooZLVjlkU6zMYt0p-w, 하늘 [HANEUL],195071,276,671
UCfNPE1jHVFADR46FCy310HQ,이투스기숙학원,2107272,2380,526
UCnCBXmByAj0wL40y113cC7g,어쩌다보니 점주딸,998,2,2
UCLF_QPi_B9yGAQ5XR7OulSw,찌니♡,280,5,9
UC7zztGSAEGrfRWl0IjcJoiQ,속초OK부동산,2127911,1940,3642
UChDc2YjR0O682oeI-kNdLng,DONGYOONG KIM,642699,808,2305
UCjGFNhsJrGJOGCZm3WrW87g,이것저것 채널,739,0,2
UCqzGXLoyBqKFoPVyHGHo5VQ,신상팬다,2612681,3000,249
UCEUwiCVHS_ZEnxCdgypr1MA,맛보살,63035,38,19
UCUaZynW_gGLcUgATq_ptzoQ,Hello 녕,303591,948,215
UCdU4CThv6sG6zLRY5DL9PPA,Imagine Our Korea,46024,36,194
UC6H2bshjAssS8Rcph_J4DzQ,뚱스뚱스한하루,11387,27,54
UC55arYdeO8boB6try0IkdXA,Grif's Food and Travel,2894637,15600,487
UCFO2Jm6QXdSjv-D9mgm9JLA,Random-Go,1416,3,15
UCbt_dremvvERL7mXMkker3A,현건우🖤,19850,121,1217
UC05J_zxfQEy_ZInnRkR1KjQ,하이토잇 Hi Toy&Eat review,49046731,133000,609
UCsuvpzTS3LIR5067VnPoBOA,인터비즈 INTERBIZ,1766240,1260,205
UC9CkA6qNqY2sV6ZKDOJ8XTQ,김나영,139,0,1
UCSj_Sfjb-g1XWz4osn72--A,황씨아(자)씨,7034,15,62
UCvbn8UVj8KcQIZiS-Muc4Sw,쿠마유,50892,92,156
UCd4DCyfcltTXuL2cStlESXA,음식 채널 Food Channel,156225,167,642
UCsz2_4tao95RH_jNbvgtqdA,HANKANG River,3731384,2310,6101
UCwcW4FShIfgFCPnBrFQt0kw,Samgak.Kimbap 三角飯糰,54130,682,55
UCXSnZAZYdm0nEKMKvDj7MZg,얼렁뚱땅 애니,309188,316,57
UCnhONTiaXsEkshgbMuGH-Gw,야먹자 yamukja,53174537,39000,332
UCUF8IRg0X7jU89alfKer4Xw,솜다씨,80029,272,187
UCAyAO7ReNfp9KmWZkGnxryw,은수기,29,0,2
UCGay7qBB--ANYodeKZzYcCw,천은숙,16,0,1
UCXcF-LG_5VamnA-6mUXmchA,금왕솥뚜껑부대찌개삼겹살,527063,1120,988
UCZVKVRuiWY36s7PXaet9RVA,현수에요,163380304,100000,537
UCB3CjbITCzKM6-YeErE89uA,주간뉴스808,6,0,2
UCXEWZbmqMIq44yuAMx2x84Q,리뷰레니 Review Leni,691660,610,75
UCWKskJ41rh-CcuqW96AnJ-Q,채잉어빵🩵🤎,1253967,1430,3270
UCrNa5VJGr7jfJznHy9DI6tg,옷파는 먹기린,516368,582,269
UCSF5HyTJt7O5JnujsBsFbPw,꿀꺽,201306,129,45
UChA4jKuiiNw0QtsbHPlLLYg,술효니 Hyony,208393,531,131
UCfb9Jd8jSbaw1c2Z3nw_Rag,편순이 김포크,52815,82,116
UC86P4-TeYoGF7xvf--Gnt_w,이바뷰,796810,761,89
UCLmZP24-z2VZEjUQ9EASw-w,편의점대빵미미,1134002,4640,92
UCzchBTCp5a_JNEnTn8UzPLw,PORONG 포롱,51054,47,52
UC-pXaRbTkhOnOUjsv96QHMg,코저트 Cossert,228702765,551000,1084
UCVcfQ5i1mAldGy1rnpmf0dw,송사랑,14326088,31100,4585
UC2bN1vE7esxNXhBSYIHzQwg,은하루,85343030,69400,348
UCA5tX2Cy-hJkFzezPQrU0yQ,EATSENSE,289121,352,436
UC8QRO0ho64HYAx4Tm6t92bg,사발맨,50467,89,32
UC19y1Vz-K5rUeWzCouRBg7Q,또또커플 DDO_DDO Couple,465058437,339000,313
UCmkdfJcpFbkM-gUOKdximzA,토담토담,12082,33,26
UCs6xFswdvnR26i9YGbUwTIw,편쿡,1545103,1460,63
UCly4hO8bdbj2SvX-fxDl2gg,김서방네,29136,23,76
UC5c9rdRql1KGB44UvG2IynA,YELLOW 만들기,305796,1520,212
UC3Hx4YCbeawwALYOOQckQCw,라이프체인지,5971728,22400,381
UC3nbcoOZdJi_i0thm5_RIqg,뭉경moong,67147,285,69
UCcLQBBIePubK2oN-Xq-QIDw,양양갱,6301,95,51
UCCdFsUX65rvbzQSVEAgTj0Q,리쿼라이프,703268,607,260
UCcawZRrUC4UkM1KI9VZmndQ,PURUM PC 라면천국,1678938,1650,1997
UCdm2wzw0yIt1ailGhf1-JJQ,먹어두댕?,368715,195,112
UCnOYjDdxGy1NPUbFmvfo6Bw,휴식중,165978,146,914
UCjq9TeyR_0jbDmVvqUXS-_g,우형옹-먹방ASMR,98910,1330,77
UCjhZ9NOouJarIEieul8uCUQ,fromB,1210964,1390,176
UCzcz200s8EE8PscUTpwuE0Q,POAT,26568,57,97
UCR8RejPBRLX42PUCy76PMAQ,유독 YUDOK,644524,3140,120
UC-WEM57lYLo0xvGiqBKGX5Q,로빈후드티V,158671,196,94
UCuUHUEeIXOJTOkCACO6wh-Q,영앤시리어스 | Young and Serious,12698,18,33
UC5EqGDO-nlfwnoQdZwb3Qdw,흐에에취,60940,45,61
UCnIz6HiDjxpCIVU6ggVAYYQ,"싱어송라이터,작가 안효근 ",672554,3250,986
UCraS-bUEFEm8Y_cFJDYijoQ,쓸용킴 Sseulyong Kim,298674,1610,225
UC9_eCpay9V-j86VU1BnUCCA,기앤사,1450870,1700,6754
UCtVimgeyWe7lPo7oSN4UgNA,앨리스 is,211064,389,128
UC3h9kjbOL8dvjqxkGQsY-5g,당도의 잡덕일기,14218111,7900,468
UC5cpBGVx-sZ-ffWpG4uqNfA,먹일기,64869,57,92
UCsamCe8B3kvVRqwMRWWz9xA,윤메이MAY,11097117,61700,217
UCwrsvmIjdJByLBsPTQHRWjA,한스 Hans,308126,170,86
UCdshfaJTETJ1y4BxfBmIjsQ,리뷰하는토끼,13370005,24100,262
UClii4BPfH4koAyP26Qg8tJw,마시케냠냠,628790,552,203
UCcfKn5ex1g8zgK4eYtbReoA,코지 COSY,182643401,606000,426
UC3vseDaI-Y5Rs778R_VBlFQ,모든것에서 자유롭다,64425,173,121
UC7ZG0u6qlcumsAoIqDd8MMA,먹둥히니 Mukdoong,1122133,6010,28
UCDc68fYjLn9n5B834viBEUg,지미가기미,214602,228,40
UCkXZPV4_tqF3MZEjtvwKBJQ,빵줍빵줍,3686309,2790,274
UCsCAw_YxbOktrVSj93r1L3g,앵뿌삐 ENFP ,860562,675,325
UC-7sC_5YMUAFg2IsGi6IYfA,인생뭐있옌,708400,1260,225
UCbMjg2EvXs_RUGW-KrdM3pw,SBS Biz 뉴스,143330014,299000,76260
UCLKuglhGlMmDteQKoniENIQ,14F 일사에프,1054218503,2180000,4980
UCi20uRbJ9ZKhznXyfVCv-Tg,여행해쏭[전국맛집여행],13294,7,52
UCBLHk0GvQa5_T91CFo9ZUiQ,니니nini,675994,2230,171
UCAVng3MDYgkJQep-1roHZcQ,엉뚱혀니,15560,1030,18
UCkIpYQg4CpWWvKCOGh8cLCg,봄주르,7644,83,31
UCOXAX-gxgScFm8stnUPdJJA,조이썬,1218373,1210,217
UCCEY0R7CgtF5Uc7fLgqekVw,연유,2172,4,5
UCMFmXCZtzYN83ydmA4vnY-Q,월하,3177,3,12
UCMcGTP1uPnVX89XOtHKIExg,남다르고나,2767767,3710,191
UC-yEG9op3aTmBjlLwj16i8g,슬앤술 seul and sul,4504002,5410,264
UCUAfqgDhb0q2f1fiR17tOBw,리요 riyo,20501,74,3
UCnpI2bMUxxdqa3tvsBuXtZg,소서방,1297173,622,671
UCzsUxZYUy5FBuI0L7lkV-SA,민케로,199272,810,48
UChle8hNmaLYKgEG6aQAdlEw,거제짱TV,344280,653,606
UCBYXAi0y8m-2VJGcCLqnLyQ,몽실언니선불폰,251785,310,678
UCkp97GgO7CTnW2FsPHJRuNQ,아닝 ,372860,427,35
UCqgGHQfhtDDm4ZiYYe03ZoQ,토리미TV,54200,70,54
UCAiHbbSaKoR539LzvpR3ypQ,림's 리뷰,2205827,1410,465
UCip7tR0D_33uoQTh0tVxeEQ,얀콘 Yancon,20021202,128000,264
UCvgVYPJw972DADIyaSMOH6Q,리얼 Living Alone,147381,1200,41
UCfPMD3-8h895uQFLSaFy2qQ,배불러 라빈스,1537970,1810,317
UC0G48byunCrSEJNgH7mAeXQ,생활만물상,844623,2220,1364
UCBDHSP5TVWjBBUvXjDp0qYg,고선몬,3887887,7570,601
UCednoKZofS3NTXCVzqPMAgA,김리안월드,1998828,13100,172
UC5T4b53jVkm07JbYoyYiu7A,흑백리뷰,683090221,676000,1814
UC0pQ_qAyumYrSPal3z73KEw,민호냥tv,207592,1020,73
UC9FNiG45LYQPBKn3cukVGvA,굥아님의 리뷰세상,536274049,283000,1362
UCa56qkMvVvq1IMn4xbXaKEA,삼대장 Samdaejang,770626549,1020000,1811
UClF_kt49EBVwm7yB3d71wAw,동글이의 Food Story,217674,101,209
UCoZfw5lL14LyeaxC2dyfQjg,소중한일상,1320947,8150,326
UChGruQ4RwdYNbonnu8A2mmg,존맛맨,7807222,7930,1826
UCfJ_aEN-_Q1x5DuRMmTcm9w,찡어,3046254,4170,210
UCEClaxDhD_K8psDqcYOJhpA,스낵바리,125197,1060,125
UCPVENfTGbgD-CUuvrN7rRGQ,상해기SangHyuk,537885578,1540000,1018
UCTXlPPgkj1kI10vi9G5YW_Q,겸상도,25143749,22600,151
UC-cx04kVLRcX0gfz0QR7mqA,냠냠리포트,1935109,1620,141
UCYkaRz0te9HjGJg6aNQILwA,Dopamine_Hunter,12893,21,18
UCRdvKYDblRS-4R5EBVqTDKw,이나 (E. Na),64207,337,73
UC0nhISOsMvrkDpOuGbFORuA,임삐니LIMBBINI,1227871,9540,149
UCazbf30X_SIDoHNfg3SRKCw,먹미,214268,160,90
UCVILvX9vIp-vMFGmCYJtG3A,잡식맨 JOBXICMAN,9738656,101000,94
UCc3AijDgUx6emSG_YewBdPw,냠영 nyam young,414359,2010,259
UCLaAZCyV__7LRzfiKMS9IxA,채채 다이어리,36352,71,137
UCA-SfyrUqGbgeqsS4_bAxXw,퍼플이의 쉬운요리,173442,370,263
UC7j-jhDWVye80S870K7eHAw,池っちチャンネル,3976237,9130,412
UClsAo9rq-x9MTDzRQy20cFg,세크로이츠(セクロイツ),373002,457,303
UC1MRjAGDw2d50GBLpwHukUA,신선한쇼핑,113134,298,49
UCkU8PYCXmQO4JHVYK_DeN6w,일분냠냠_food review,65621204,45800,538
UCU3xcXZ0tgmCuGIEy6l5gnw,추억찾는여행가,10415,14,22
UCUbOogiD-4PKDqaJfSOTC0g,테스터훈 TesterHoon,1706005300,1400000,4449
UC1QDmViyKjcDh09IiXHiatA,와니스토리 wani_story,3478006,2540,533
UCglhKfk9TmXBGVU5N0ryOQQ,이남순,4958882,9750,2349
UCmo1GNN3ZJMkrP1wiSof_8g,달달팽이브브,59943,55,66
UCUGM_WGBxh_TZ9cXoY8FZxQ,도다맨 Dodaman,5823271,35700,189
UC-mMj0NMjACY502oAP3aNRA,먹고가영,193322,167,81
UCuLHDMXUqV5JR8Qv-FpwF8g,민경장군,72950480,321000,621
UCmGZoujN7WXFPqk78Gy9GWQ,목포맛도리,81273,44,74
UC99XVeo7YY8ImdDo6iZ7K7w,편의점고양이코코(코코패밀리),39405376,54200,972
UCL7zKPj7VnxWULXziHKHHUQ,효동그라미,200852,192,21
UC2DLvFWz0mZmKkHOKw08dYQ,김대감,4801,7,18
UCuJQz9qQyiey6VEcbDpmLdw,식후 40분 뒤 혈당,141983,275,230
UCWh90Gs5L4OvKGYo7gYnLXw,함부구,451007,495,71
UC53oXq2um4kHjIWPjTSQA_g,맛장소,590774,443,189
UCXFIMbHQhz02qjXiLmhyEhg,윤서서현TV YOONSEO SEOHYUN,128290626,75100,1520
UCxnfGOmWGk50GXP-2F5EWsA,육아기계,122121,173,105
UCwSjXxgUQ55IqtK550CBn1A,루나,5142,28,51
UCulzAF-rbCT03gs38K6XOFw,라니의 파이프라인,81670,388,857
UCBbq_agKuRgFvF76v-jB4ow,수묭,4611296,4570,88
UCWQf4EtNPWJSEiXEGv9y7nw,대신TV,46255530,170000,1093
UCzGvuhjA9zNplyH-yBBmB2A,돼지모찌,316398,1480,85
UC4Vmplh9IfyRjn2RDh-4STQ,스므흐의 과자공장,18551,35,50
UCYx9lhCw0u2-OoqVtEU0IMg,밴쯔,1270968534,2040000,3197
UCP9f6T6153qi9PwSnvg412Q,우당탕탕 김알맹,19407,17,69
UC8Cs2Qjm7lufJdVZZ3j9W8w,안주킬러맨,9889,13,2
UC-V9aCvtoXC1YE2UE8D88_A,먹뿌림,512542,297,62
UCZaKV2EArt3ULAUOIxt82iQ,썬댕캠퍼 테크LAB,3148277,2760,496
UCoiydSu2BG9axZmoY8zpQrg,채널M,86608890,41800,1616
UCPh6nykiPZN1qziQbgaxjUg,냠냠까까,4636311,4380,241
UCgdwzz9CKDKGMXsgXM-XioA,술진남 (술에 진심인 남자),4340978,4930,222
UCRh5jRONhWfbhWl-Dhb8Fjg,SYEDOT ASMR,318355975,1160000,1594
UCKPe8YXGWALo8qzGL7pAPVA,윤블리♡ yoonvely,96460,110,417
UCnL7OPuLED6T8R-whK93F2w,현태엔터,4288371,4470,807
UC158PZQEpIXP9CJTB6u9wwQ,일일식당,1967303,1800,41
UCDU8GETBqt7ikl4O2-iVRZQ,제이꿀,13048756,10800,353
UCeJsKS75Wx7HcYVMuIVMhvg,점,101664,54,232
UCzFLDzS-auqZZo5dQ47IEMQ,채널WHO,5890442,41200,1649
UCApnwapdkGu_s9Iq9WZ2r3Q,오밥J,82012,175,190
UCN_wjKO1N8rrSmbidFZ9FdQ,토끼우산,269476,639,141
UC4gFSGuYQ3og6ypHpDBQNSw,아웃슈가_OutSugar,4819039,15600,152
UCkvh3vrWsoi_cd7HyiikzIQ,한혜진 Han Hye Jin,355362676,817000,511
