2024-01-02,18.29313,37.82503,27.13857,39.0067
2024-01-03,17.59668,34.19152,24.88083,38.54145
2024-01-04,17.21706,33.30954,24.55259,37.30269
2024-01-05,17.06579,32.95276,24.98644,41.44997
2024-01-06,15.66433,31.83102,22.82859,55.29042
2024-01-07,15.15627,31.52561,22.38333,42.47181
2024-01-08,15.32182,32.11074,23.48223,35.03639
2024-01-09,17.36549,34.0488,25.67147,38.84115
2024-01-10,17.708,33.68631,25.75424,37.77365
2024-01-11,16.52918,33.27529,25.66005,37.53674
2024-01-12,17.06864,32.77579,25.8627,41.70401
2024-01-13,15.67575,30.46096,23.73055,58.49578
2024-01-14,16.04395,32.17068,23.21107,50.43527
2024-01-15,17.07149,35.75567,27.06436,39.32638
2024-01-16,17.29413,34.10589,24.34708,38.41586
2024-01-17,17.1086,33.53218,23.92179,40.18552
2024-01-18,17.25988,33.92892,24.84658,39.66604
2024-01-19,16.64906,34.13158,23.565,43.55073
2024-01-20,15.50164,31.92236,21.66975,62.02939
2024-01-21,15.02782,31.5513,21.80676,47.44398
2024-01-22,17.19138,34.06593,24.50977,37.4711
2024-01-23,17.72227,35.75281,24.62109,36.88597
2024-01-24,21.2045,36.0097,25.32324,35.97259
2024-01-25,20.12558,38.61567,25.28614,37.84501
2024-01-26,18.79549,35.75852,24.73811,40.48237
2024-01-27,17.64521,31.80248,24.17582,59.28071
2024-01-28,16.85742,32.90994,25.43171,47.44683
2024-01-29,18.30169,37.44826,25.91694,38.49293
2024-01-30,19.42628,38.94105,25.96831,39.78878
2024-01-31,19.43199,38.139,24.10161,37.3712
2024-02-01,26.29941,45.29755,34.11445,39.42628
2024-02-02,26.09676,39.64035,30.06993,43.02269
2024-02-03,21.24446,34.04309,23.10546,56.46924
2024-02-04,20.35107,34.48266,23.64207,45.43456
2024-02-05,21.31868,37.82788,27.19566,38.01341
2024-02-06,23.67632,39.35493,33.03553,38.4387
2024-02-07,21.71542,34.48551,26.71614,35.15341
2024-02-08,19.88011,34.19723,27.85214,37.84501
2024-02-09,19.07235,31.37148,26.67903,58.3388
2024-02-10,21.17311,36.17239,33.39517,81.3358
2024-02-11,19.99429,35.77279,29.44484,62.12359
2024-02-12,20.22834,38.33024,30.22406,44.61823
2024-02-13,28.2917,47.96346,38.71842,42.24917
2024-02-14,29.56757,48.6856,35.32467,47.74653
2024-02-15,21.17025,42.6345,29.9843,48.45154
2024-02-16,21.65263,43.60782,31.33723,59.11802
2024-02-17,17.43399,34.76808,24.02454,63.67632
2024-02-18,16.12102,34.25431,22.75153,57.26273
2024-02-19,20.29399,39.66319,26.09105,43.15684
2024-02-20,19.66604,39.92864,26.40216,44.68959
2024-02-21,18.42157,37.77936,25.33751,39.97716
2024-02-22,18.43584,37.40259,25.1634,40.41101
2024-02-23,17.48822,36.15527,25.04638,44.11873
2024-02-24,16.33794,32.61024,24.52975,66.12815
2024-02-25,15.75852,34.48551,24.71528,52.30483
2024-02-26,17.82217,37.44826,28.79406,44.0959
2024-02-27,17.97916,38.09333,27.15855,44.20436
2024-02-28,17.76509,37.44541,29.47623,44.4955
2024-02-29,19.9372,37.74796,26.4564,47.78079
2024-03-01,21.01327,40.21407,28.53146,65.98544
2024-03-02,18.43584,36.74896,26.47352,62.51177
2024-03-03,18.39018,35.85842,24.90366,47.03011
2024-03-04,19.95718,36.02968,24.50692,41.72113
2024-03-05,19.14371,33.52361,23.88468,38.11616
2024-03-06,18.28742,32.24775,23.44227,35.76138
2024-03-07,19.30069,31.78821,23.19394,38.14471
2024-03-08,18.62708,31.76537,22.66019,40.45383
2024-03-09,17.75652,31.78535,22.78293,58.1076
2024-03-10,17.93064,34.91365,23.63636,47.72655
2024-03-11,18.77836,33.06122,23.65634,37.05722
2024-03-12,18.22177,31.92807,23.68203,37.56243
2024-03-13,20.76494,34.69387,24.77237,37.42257
2024-03-14,21.86955,36.22663,26.64192,40.74211
2024-03-15,17.16283,31.87098,22.60881,43.20251
2024-03-16,15.78136,31.05465,22.08648,67.14142
2024-03-17,15.45026,31.70543,21.98943,47.88069
2024-03-18,17.67375,33.21535,22.6659,36.46639
2024-03-19,18.53004,29.99857,22.11788,35.63864
2024-03-20,18.08477,29.39917,21.98087,35.70714
2024-03-21,17.21421,27.92065,21.96945,37.00585
2024-03-22,18.02768,28.04909,22.62594,44.52404
2024-03-23,16.76323,28.3545,22.96275,69.422
2024-03-24,16.54916,30.36392,23.59069,56.83459
2024-03-25,17.86784,30.57799,25.46596,38.80405
2024-03-26,17.89353,30.63793,25.58013,35.74996
2024-03-27,41.68117,29.63893,23.14828,38.48722
2024-03-28,27.63807,28.24603,21.998,37.48537
2024-03-29,27.77793,28.18039,20.98187,45.77708
2024-03-30,15.96403,27.71514,21.91808,72.69587
2024-03-31,16.12102,29.66747,22.66875,57.85642
2024-04-01,22.05508,41.69259,29.87869,42.37762
2024-04-02,22.3348,32.5503,24.60396,42.71442
2024-04-03,19.93435,31.08605,23.06265,38.36163
2024-04-04,18.23604,29.67889,22.92279,41.0675
2024-04-05,17.96774,29.39917,21.95518,51.57984
2024-04-06,17.2713,27.59811,22.02654,82.54031
2024-04-07,17.36834,28.80262,20.999,68.24033
2024-04-08,17.19138,29.86727,23.79334,41.01327
2024-04-09,17.12858,29.0224,21.07321,45.52875
2024-04-10,16.98587,29.33637,22.21492,62.24061
2024-04-11,17.38832,29.6903,21.05894,42.10931
2024-04-12,17.03153,32.5132,21.21021,50.48665
2024-04-13,16.03824,29.07378,21.136,82.00941
2024-04-14,15.06493,29.71599,20.62508,62.98273
2024-04-15,16.29513,29.77879,21.36149,40.37676
2024-04-16,16.41215,30.79491,21.85243,39.37491
2024-04-17,17.45112,30.16126,20.92193,41.13315
2024-04-18,16.60339,30.30112,21.13029,42.10361
2024-04-19,16.23519,30.26116,21.16454,48.76266
2024-04-20,14.33423,30.22406,20.65077,66.1253
2024-04-21,15.41886,30.38961,20.57085,51.92236
2024-04-22,17.01441,32.38475,23.45083,40.15413
2024-04-23,15.82132,29.76737,22.64021,40.34251
